method,horizon,forecast_quarter,target_quarter,selected_variable,selection_stage
Threshold ridge,2,2009 Q4,2010 Q2,OILPRICEx_m5,NA
Threshold ridge,2,2009 Q4,2010 Q2,FEDFUNDS_m4,NA
Threshold ridge,2,2009 Q4,2010 Q2,TB3MS_m3,NA
Threshold ridge,2,2009 Q4,2010 Q2,AAA_m1,NA
Threshold ridge,2,2009 Q4,2010 Q2,BAA_m1,NA
Threshold ridge,2,2009 Q4,2010 Q2,BAA_m4,NA
Threshold ridge,2,2009 Q4,2010 Q2,S&P 500_m0,NA
Threshold ridge,2,2009 Q4,2010 Q2,TERM_SPREAD_m5,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,RPI_m0,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,RPI_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,RPI_m4,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,DPCERA3M086SBEA_m4,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,M1SL_m0,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,M1SL_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,M2SL_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,BUSLOANS_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,NONREVSL_m0,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,CPIAUCSL_m0,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,PPICMM_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,PCEPI_m0,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,OILPRICEx_m5,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,FEDFUNDS_m4,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,TB3MS_m3,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,AAA_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,BAA_m1,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,BAA_m4,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,S&P 500_m0,NA
Post-threshold ridge,2,2009 Q4,2010 Q2,TERM_SPREAD_m5,NA
LASSO,2,2010 Q1,2010 Q3,RPI_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,RPI_m0,NA
Threshold ridge,2,2010 Q1,2010 Q3,RPI_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,RPI_m4,NA
Threshold ridge,2,2010 Q1,2010 Q3,DPCERA3M086SBEA_m4,NA
Threshold ridge,2,2010 Q1,2010 Q3,M1SL_m0,NA
Threshold ridge,2,2010 Q1,2010 Q3,M1SL_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,M2SL_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,BUSLOANS_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,NONREVSL_m0,NA
Threshold ridge,2,2010 Q1,2010 Q3,CPIAUCSL_m0,NA
Threshold ridge,2,2010 Q1,2010 Q3,PPICMM_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,PCEPI_m0,NA
Threshold ridge,2,2010 Q1,2010 Q3,OILPRICEx_m5,NA
Threshold ridge,2,2010 Q1,2010 Q3,FEDFUNDS_m4,NA
Threshold ridge,2,2010 Q1,2010 Q3,TB3MS_m3,NA
Threshold ridge,2,2010 Q1,2010 Q3,AAA_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,BAA_m1,NA
Threshold ridge,2,2010 Q1,2010 Q3,BAA_m4,NA
Threshold ridge,2,2010 Q1,2010 Q3,S&P 500_m0,NA
Threshold ridge,2,2010 Q1,2010 Q3,TERM_SPREAD_m5,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,RPI_m0,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,RPI_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,RPI_m4,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,DPCERA3M086SBEA_m4,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,M1SL_m0,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,M1SL_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,M2SL_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,BUSLOANS_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,NONREVSL_m0,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,CPIAUCSL_m0,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,PPICMM_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,PCEPI_m0,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,OILPRICEx_m5,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,FEDFUNDS_m4,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,TB3MS_m3,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,AAA_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,BAA_m1,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,BAA_m4,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,S&P 500_m0,NA
Post-threshold ridge,2,2010 Q1,2010 Q3,TERM_SPREAD_m5,NA
LASSO,2,2010 Q2,2010 Q4,RPI_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,RPI_m0,NA
Threshold ridge,2,2010 Q2,2010 Q4,RPI_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,RPI_m4,NA
Threshold ridge,2,2010 Q2,2010 Q4,INDPRO_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,CMRMTSPLx_m4,NA
Threshold ridge,2,2010 Q2,2010 Q4,M1SL_m0,NA
Threshold ridge,2,2010 Q2,2010 Q4,M1SL_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,M2SL_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,BUSLOANS_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,NONREVSL_m0,NA
Threshold ridge,2,2010 Q2,2010 Q4,CPIAUCSL_m0,NA
Threshold ridge,2,2010 Q2,2010 Q4,PPICMM_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,PCEPI_m0,NA
Threshold ridge,2,2010 Q2,2010 Q4,OILPRICEx_m5,NA
Threshold ridge,2,2010 Q2,2010 Q4,TB3MS_m3,NA
Threshold ridge,2,2010 Q2,2010 Q4,AAA_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,BAA_m1,NA
Threshold ridge,2,2010 Q2,2010 Q4,BAA_m4,NA
Threshold ridge,2,2010 Q2,2010 Q4,S&P 500_m0,NA
Threshold ridge,2,2010 Q2,2010 Q4,TERM_SPREAD_m5,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,RPI_m0,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,RPI_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,RPI_m4,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,INDPRO_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,M1SL_m0,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,M1SL_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,M2SL_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,BUSLOANS_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,NONREVSL_m0,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,CPIAUCSL_m0,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,PPICMM_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,PCEPI_m0,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,OILPRICEx_m5,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,TB3MS_m3,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,AAA_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,BAA_m1,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,BAA_m4,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,S&P 500_m0,NA
Post-threshold ridge,2,2010 Q2,2010 Q4,TERM_SPREAD_m5,NA
Threshold ridge,2,2010 Q3,2011 Q1,RPI_m0,NA
Threshold ridge,2,2010 Q3,2011 Q1,RPI_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,RPI_m4,NA
Threshold ridge,2,2010 Q3,2011 Q1,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2010 Q3,2011 Q1,INDPRO_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,CMRMTSPLx_m4,NA
Threshold ridge,2,2010 Q3,2011 Q1,M1SL_m0,NA
Threshold ridge,2,2010 Q3,2011 Q1,M1SL_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,BUSLOANS_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,CPIAUCSL_m5,NA
Threshold ridge,2,2010 Q3,2011 Q1,PPICMM_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,OILPRICEx_m5,NA
Threshold ridge,2,2010 Q3,2011 Q1,FEDFUNDS_m4,NA
Threshold ridge,2,2010 Q3,2011 Q1,TB3MS_m3,NA
Threshold ridge,2,2010 Q3,2011 Q1,AAA_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,BAA_m1,NA
Threshold ridge,2,2010 Q3,2011 Q1,S&P 500_m0,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,RPI_m0,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,RPI_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,RPI_m4,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,INDPRO_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,M1SL_m0,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,M1SL_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,BUSLOANS_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,CPIAUCSL_m5,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,PPICMM_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,OILPRICEx_m5,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,FEDFUNDS_m4,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,TB3MS_m3,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,AAA_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,BAA_m1,NA
Post-threshold ridge,2,2010 Q3,2011 Q1,S&P 500_m0,NA
Elastic net,2,2010 Q4,2011 Q2,RPI_m1,NA
Threshold ridge,2,2010 Q4,2011 Q2,RPI_m0,NA
Threshold ridge,2,2010 Q4,2011 Q2,RPI_m1,NA
Threshold ridge,2,2010 Q4,2011 Q2,RPI_m4,NA
Threshold ridge,2,2010 Q4,2011 Q2,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2010 Q4,2011 Q2,INDPRO_m1,NA
Threshold ridge,2,2010 Q4,2011 Q2,CMRMTSPLx_m1,NA
Threshold ridge,2,2010 Q4,2011 Q2,CMRMTSPLx_m4,NA
Threshold ridge,2,2010 Q4,2011 Q2,PAYEMS_m2,NA
Threshold ridge,2,2010 Q4,2011 Q2,M1SL_m0,NA
Threshold ridge,2,2010 Q4,2011 Q2,BOGMBASE_m4,NA
Threshold ridge,2,2010 Q4,2011 Q2,BUSLOANS_m1,NA
Threshold ridge,2,2010 Q4,2011 Q2,CPIAUCSL_m5,NA
Threshold ridge,2,2010 Q4,2011 Q2,OILPRICEx_m5,NA
Threshold ridge,2,2010 Q4,2011 Q2,FEDFUNDS_m4,NA
Threshold ridge,2,2010 Q4,2011 Q2,TB3MS_m3,NA
Threshold ridge,2,2010 Q4,2011 Q2,S&P 500_m0,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,RPI_m0,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,RPI_m1,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,RPI_m4,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,INDPRO_m1,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,PAYEMS_m2,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,M1SL_m0,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,BOGMBASE_m4,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,BUSLOANS_m1,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,CPIAUCSL_m5,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,OILPRICEx_m5,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,FEDFUNDS_m4,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,TB3MS_m3,NA
Post-threshold ridge,2,2010 Q4,2011 Q2,S&P 500_m0,NA
LASSO,2,2011 Q1,2011 Q3,RPI_m1,NA
Threshold ridge,2,2011 Q1,2011 Q3,RPI_m0,NA
Threshold ridge,2,2011 Q1,2011 Q3,RPI_m1,NA
Threshold ridge,2,2011 Q1,2011 Q3,RPI_m4,NA
Threshold ridge,2,2011 Q1,2011 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2011 Q1,2011 Q3,INDPRO_m1,NA
Threshold ridge,2,2011 Q1,2011 Q3,CMRMTSPLx_m1,NA
Threshold ridge,2,2011 Q1,2011 Q3,CMRMTSPLx_m4,NA
Threshold ridge,2,2011 Q1,2011 Q3,PAYEMS_m2,NA
Threshold ridge,2,2011 Q1,2011 Q3,M1SL_m0,NA
Threshold ridge,2,2011 Q1,2011 Q3,BOGMBASE_m4,NA
Threshold ridge,2,2011 Q1,2011 Q3,BUSLOANS_m1,NA
Threshold ridge,2,2011 Q1,2011 Q3,CPIAUCSL_m5,NA
Threshold ridge,2,2011 Q1,2011 Q3,FEDFUNDS_m4,NA
Threshold ridge,2,2011 Q1,2011 Q3,TB3MS_m3,NA
Threshold ridge,2,2011 Q1,2011 Q3,BAA_m3,NA
Threshold ridge,2,2011 Q1,2011 Q3,S&P 500_m0,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,RPI_m0,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,RPI_m1,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,RPI_m4,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,INDPRO_m1,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,PAYEMS_m2,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,M1SL_m0,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,BOGMBASE_m4,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,BUSLOANS_m1,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,CPIAUCSL_m5,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,FEDFUNDS_m4,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,TB3MS_m3,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,BAA_m3,NA
Post-threshold ridge,2,2011 Q1,2011 Q3,S&P 500_m0,NA
LASSO,2,2011 Q2,2011 Q4,RPI_m1,NA
Elastic net,2,2011 Q2,2011 Q4,RPI_m1,NA
Threshold ridge,2,2011 Q2,2011 Q4,RPI_m0,NA
Threshold ridge,2,2011 Q2,2011 Q4,RPI_m1,NA
Threshold ridge,2,2011 Q2,2011 Q4,RPI_m4,NA
Threshold ridge,2,2011 Q2,2011 Q4,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2011 Q2,2011 Q4,INDPRO_m1,NA
Threshold ridge,2,2011 Q2,2011 Q4,CMRMTSPLx_m1,NA
Threshold ridge,2,2011 Q2,2011 Q4,CMRMTSPLx_m4,NA
Threshold ridge,2,2011 Q2,2011 Q4,PAYEMS_m2,NA
Threshold ridge,2,2011 Q2,2011 Q4,M1SL_m0,NA
Threshold ridge,2,2011 Q2,2011 Q4,BOGMBASE_m4,NA
Threshold ridge,2,2011 Q2,2011 Q4,BUSLOANS_m1,NA
Threshold ridge,2,2011 Q2,2011 Q4,CPIAUCSL_m5,NA
Threshold ridge,2,2011 Q2,2011 Q4,FEDFUNDS_m4,NA
Threshold ridge,2,2011 Q2,2011 Q4,TB3MS_m3,NA
Threshold ridge,2,2011 Q2,2011 Q4,BAA_m3,NA
Threshold ridge,2,2011 Q2,2011 Q4,S&P 500_m0,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,RPI_m0,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,RPI_m1,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,RPI_m4,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,INDPRO_m1,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,PAYEMS_m2,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,M1SL_m0,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,BOGMBASE_m4,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,BUSLOANS_m1,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,CPIAUCSL_m5,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,FEDFUNDS_m4,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,TB3MS_m3,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,BAA_m3,NA
Post-threshold ridge,2,2011 Q2,2011 Q4,S&P 500_m0,NA
Threshold ridge,2,2011 Q3,2012 Q1,RPI_m0,NA
Threshold ridge,2,2011 Q3,2012 Q1,RPI_m1,NA
Threshold ridge,2,2011 Q3,2012 Q1,RPI_m4,NA
Threshold ridge,2,2011 Q3,2012 Q1,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2011 Q3,2012 Q1,INDPRO_m1,NA
Threshold ridge,2,2011 Q3,2012 Q1,CMRMTSPLx_m1,NA
Threshold ridge,2,2011 Q3,2012 Q1,CMRMTSPLx_m4,NA
Threshold ridge,2,2011 Q3,2012 Q1,PAYEMS_m2,NA
Threshold ridge,2,2011 Q3,2012 Q1,M1SL_m0,NA
Threshold ridge,2,2011 Q3,2012 Q1,BUSLOANS_m1,NA
Threshold ridge,2,2011 Q3,2012 Q1,CPIAUCSL_m0,NA
Threshold ridge,2,2011 Q3,2012 Q1,CPIAUCSL_m5,NA
Threshold ridge,2,2011 Q3,2012 Q1,PCEPI_m0,NA
Threshold ridge,2,2011 Q3,2012 Q1,PCEPI_m5,NA
Threshold ridge,2,2011 Q3,2012 Q1,TB3MS_m3,NA
Threshold ridge,2,2011 Q3,2012 Q1,BAA_m3,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,RPI_m0,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,RPI_m1,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,RPI_m4,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,INDPRO_m1,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,PAYEMS_m2,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,M1SL_m0,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,BUSLOANS_m1,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,CPIAUCSL_m0,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,CPIAUCSL_m5,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,PCEPI_m0,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,PCEPI_m5,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,TB3MS_m3,NA
Post-threshold ridge,2,2011 Q3,2012 Q1,BAA_m3,NA
OCMT,2,2011 Q3,2012 Q1,RPI_m1,1
BMT,2,2011 Q3,2012 Q1,RPI_m1,1
Elastic net,2,2011 Q4,2012 Q2,RPI_m1,NA
Threshold ridge,2,2011 Q4,2012 Q2,RPI_m0,NA
Threshold ridge,2,2011 Q4,2012 Q2,RPI_m1,NA
Threshold ridge,2,2011 Q4,2012 Q2,RPI_m4,NA
Threshold ridge,2,2011 Q4,2012 Q2,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2011 Q4,2012 Q2,INDPRO_m1,NA
Threshold ridge,2,2011 Q4,2012 Q2,CMRMTSPLx_m1,NA
Threshold ridge,2,2011 Q4,2012 Q2,CMRMTSPLx_m4,NA
Threshold ridge,2,2011 Q4,2012 Q2,PAYEMS_m2,NA
Threshold ridge,2,2011 Q4,2012 Q2,M1SL_m0,NA
Threshold ridge,2,2011 Q4,2012 Q2,M1SL_m1,NA
Threshold ridge,2,2011 Q4,2012 Q2,BUSLOANS_m1,NA
Threshold ridge,2,2011 Q4,2012 Q2,CPIAUCSL_m0,NA
Threshold ridge,2,2011 Q4,2012 Q2,CPIAUCSL_m5,NA
Threshold ridge,2,2011 Q4,2012 Q2,PCEPI_m0,NA
Threshold ridge,2,2011 Q4,2012 Q2,TB3MS_m3,NA
Threshold ridge,2,2011 Q4,2012 Q2,BAA_m3,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,RPI_m0,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,RPI_m1,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,RPI_m4,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,INDPRO_m1,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,PAYEMS_m2,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,M1SL_m0,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,M1SL_m1,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,BUSLOANS_m1,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,CPIAUCSL_m0,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,CPIAUCSL_m5,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,PCEPI_m0,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,TB3MS_m3,NA
Post-threshold ridge,2,2011 Q4,2012 Q2,BAA_m3,NA
OCMT,2,2011 Q4,2012 Q2,RPI_m1,1
BMT,2,2011 Q4,2012 Q2,RPI_m1,1
LASSO,2,2012 Q1,2012 Q3,RPI_m1,NA
Threshold ridge,2,2012 Q1,2012 Q3,RPI_m0,NA
Threshold ridge,2,2012 Q1,2012 Q3,RPI_m1,NA
Threshold ridge,2,2012 Q1,2012 Q3,RPI_m4,NA
Threshold ridge,2,2012 Q1,2012 Q3,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2012 Q1,2012 Q3,INDPRO_m1,NA
Threshold ridge,2,2012 Q1,2012 Q3,CMRMTSPLx_m1,NA
Threshold ridge,2,2012 Q1,2012 Q3,CMRMTSPLx_m4,NA
Threshold ridge,2,2012 Q1,2012 Q3,PAYEMS_m2,NA
Threshold ridge,2,2012 Q1,2012 Q3,M1SL_m0,NA
Threshold ridge,2,2012 Q1,2012 Q3,BUSLOANS_m1,NA
Threshold ridge,2,2012 Q1,2012 Q3,CPIAUCSL_m5,NA
Threshold ridge,2,2012 Q1,2012 Q3,PCEPI_m0,NA
Threshold ridge,2,2012 Q1,2012 Q3,FEDFUNDS_m1,NA
Threshold ridge,2,2012 Q1,2012 Q3,FEDFUNDS_m4,NA
Threshold ridge,2,2012 Q1,2012 Q3,TB3MS_m3,NA
Threshold ridge,2,2012 Q1,2012 Q3,BAA_m3,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,RPI_m0,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,RPI_m1,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,RPI_m4,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,INDPRO_m1,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,PAYEMS_m2,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,M1SL_m0,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,BUSLOANS_m1,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,CPIAUCSL_m5,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,PCEPI_m0,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,FEDFUNDS_m1,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,FEDFUNDS_m4,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,TB3MS_m3,NA
Post-threshold ridge,2,2012 Q1,2012 Q3,BAA_m3,NA
Threshold ridge,2,2012 Q2,2012 Q4,RPI_m0,NA
Threshold ridge,2,2012 Q2,2012 Q4,RPI_m1,NA
Threshold ridge,2,2012 Q2,2012 Q4,RPI_m4,NA
Threshold ridge,2,2012 Q2,2012 Q4,DPCERA3M086SBEA_m0,NA
Threshold ridge,2,2012 Q2,2012 Q4,INDPRO_m1,NA
Threshold ridge,2,2012 Q2,2012 Q4,CMRMTSPLx_m1,NA
Threshold ridge,2,2012 Q2,2012 Q4,CMRMTSPLx_m4,NA
Threshold ridge,2,2012 Q2,2012 Q4,M1SL_m0,NA
Threshold ridge,2,2012 Q2,2012 Q4,M1SL_m1,NA
Threshold ridge,2,2012 Q2,2012 Q4,BUSLOANS_m1,NA
Threshold ridge,2,2012 Q2,2012 Q4,CPIAUCSL_m5,NA
Threshold ridge,2,2012 Q2,2012 Q4,PCEPI_m0,NA
Threshold ridge,2,2012 Q2,2012 Q4,FEDFUNDS_m1,NA
Threshold ridge,2,2012 Q2,2012 Q4,FEDFUNDS_m4,NA
Threshold ridge,2,2012 Q2,2012 Q4,TB3MS_m3,NA
Threshold ridge,2,2012 Q2,2012 Q4,BAA_m3,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,RPI_m0,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,RPI_m1,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,RPI_m4,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,DPCERA3M086SBEA_m0,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,INDPRO_m1,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,CMRMTSPLx_m1,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,CMRMTSPLx_m4,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,M1SL_m0,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,M1SL_m1,NA
Post-threshold ridge,2,2012 Q2,2012 Q4,BUSLOANS_m1,NA
